To,Edit
Solyc05g007190.3,Solyc05g007190
Solyc09g082120.3,Solyc09g082120
Solyc11g017300.2,Solyc11g017300
Solyc06g060840.1,Solyc06g060840
Solyc05g050600.3,Solyc05g050600
Solyc02g084720.3,Solyc02g084720
Solyc06g082010.3,Solyc06g082010
Solyc04g080170.3,Solyc04g080170
Solyc06g071550.3,Solyc06g071550
Solyc10g045550.2,Solyc10g045550
Solyc02g080270.3,Solyc02g080270
Solyc02g079150.2,Solyc02g079150
Solyc07g063850.3,Solyc07g063850
Solyc03g006510.3,Solyc03g006510
Solyc09g011160.3,Solyc09g011160
Solyc02g082450.3,Solyc02g082450
Solyc08g007840.2,Solyc08g007840
Solyc06g072330.3,Solyc06g072330
Solyc12g010010.2,Solyc12g010010
Solyc11g011340.2,Solyc11g011340
Solyc12g011370.2,Solyc12g011370
Solyc12g014100.2,Solyc12g014100
Solyc07g042130.3,Solyc07g042130
Solyc03g119720.3,Solyc03g119720
Solyc07g019670.3,Solyc07g019670
Solyc01g087240.3,Solyc01g087240
Solyc10g080770.2,Solyc10g080770
Solyc06g050130.3,Solyc06g050130
Solyc09g064940.3,Solyc09g064940
Solyc09g098160.3,Solyc09g098160
Solyc08g061240.2,Solyc08g061240
Solyc05g054650.1,Solyc05g054650
Solyc05g010140.3,Solyc05g010140
Solyc05g005160.3,Solyc05g005160
Solyc05g056570.3,Solyc05g056570
Solyc05g052950.3,Solyc05g052950
Solyc01g010180.3,Solyc01g010180
Solyc01g007190.3,Solyc01g007190
Solyc11g072500.2,Solyc11g072500
Solyc09g090800.2,Solyc09g090800
Solyc01g008300.2,Solyc01g008300
Solyc09g092040.3,Solyc09g092040
Solyc10g080930.2,Solyc10g080930
Solyc04g079820.3,Solyc04g079820
Solyc01g100230.3,Solyc01g100230
Solyc08g069000.3,Solyc08g069000
Solyc01g102290.3,Solyc01g102290
Solyc11g069180.2,Solyc11g069180
Solyc06g082220.3,Solyc06g082220
Solyc09g082470.3,Solyc09g082470
Solyc02g079170.3,Solyc02g079170
Solyc05g017760.3,Solyc05g017760
Solyc03g025150.3,Solyc03g025150
Solyc02g093880.3,Solyc02g093880
Solyc04g025940.3,Solyc04g025940
Solyc05g008380.3,Solyc05g008380
Solyc05g006210.3,Solyc05g006210
Solyc05g012660.2,Solyc05g012660
Solyc09g007520.3,Solyc09g007520
Solyc11g017000.2,Solyc11g017000
Solyc03g098090.2,Solyc03g098090
Solyc03g118010.3,Solyc03g118010
Solyc12g099400.2,Solyc12g099400
Solyc03g119240.3,Solyc03g119240
Solyc01g100480.3,Solyc01g100480
Solyc01g103920.3,Solyc01g103920
Solyc02g093310.3,Solyc02g093310
Solyc06g075170.1,Solyc06g075170
Solyc10g079770.2,Solyc10g079770
Solyc12g009450.2,Solyc12g009450
Solyc07g054300.3,Solyc07g054300
Solyc06g051920.3,Solyc06g051920
Solyc06g069570.3,Solyc06g069570
Solyc08g081000.3,Solyc08g081000
Solyc02g093710.1,Solyc02g093710
Solyc11g007080.1,Solyc11g007080
Solyc03g093800.1,Solyc03g093800
Solyc07g066260.3,Solyc07g066260
Solyc01g100790.1,Solyc01g100790
Solyc01g095270.3,Solyc01g095270
Solyc07g045350.3,Solyc07g045350
Solyc11g018610.2,Solyc11g018610
Solyc06g069490.3,Solyc06g069490
Solyc06g069600.2,Solyc06g069600
Solyc11g008540.2,Solyc11g008540
Solyc09g020140.3,Solyc09g020140
Solyc02g064750.3,Solyc02g064750
Solyc04g080290.3,Solyc04g080290
Solyc01g112250.3,Solyc01g112250
Solyc07g053360.3,Solyc07g053360
Solyc06g075370.3,Solyc06g075370
Solyc05g008880.1,Solyc05g008880
Solyc08g077800.3,Solyc08g077800
Solyc01g060140.3,Solyc01g060140
Solyc06g074670.3,Solyc06g074670
Solyc05g009340.1,Solyc05g009340
Solyc12g049420.2,Solyc12g049420
Solyc04g072280.3,Solyc04g072280
Solyc07g064800.3,Solyc07g064800
Solyc04g054980.3,Solyc04g054980
Solyc05g013660.3,Solyc05g013660
Solyc12g056650.2,Solyc12g056650
Solyc02g092240.3,Solyc02g092240
Solyc01g103170.3,Solyc01g103170
Solyc10g085500.2,Solyc10g085500
Solyc01g099910.3,Solyc01g099910
Solyc10g005980.1,Solyc10g005980
Solyc01g099810.3,Solyc01g099810
Solyc09g083320.1,Solyc09g083320
Solyc12g044300.2,Solyc12g044300
Solyc09g075300.3,Solyc09g075300
Solyc10g005450.2,Solyc10g005450
Solyc03g082550.3,Solyc03g082550
Solyc06g071890.3,Solyc06g071890
Solyc12g010390.2,Solyc12g010390
Solyc01g096460.2,Solyc01g096460
Solyc02g062385.1,Solyc02g062385
Solyc06g072740.1,Solyc06g072740
Solyc10g081920.2,Solyc10g081920
Solyc10g007010.1,Solyc10g007010
Solyc02g072130.3,Solyc02g072130
Solyc03g114820.3,Solyc03g114820
Solyc05g009630.3,Solyc05g009630
Solyc02g080890.3,Solyc02g080890
Solyc07g005090.3,Solyc07g005090
Solyc02g071970.1,Solyc02g071970
Solyc07g053480.3,Solyc07g053480
Solyc09g015820.3,Solyc09g015820
Solyc11g010710.2,Solyc11g010710
Solyc04g081530.1,Solyc04g081530
Solyc10g074920.2,Solyc10g074920
Solyc02g089340.3,Solyc02g089340
Solyc04g007060.3,Solyc04g007060
Solyc10g079150.2,Solyc10g079150
Solyc07g008140.3,Solyc07g008140
Solyc04g015570.3,Solyc04g015570
Solyc03g005300.3,Solyc03g005300
Solyc06g050800.3,Solyc06g050800
Solyc05g015390.3,Solyc05g015390
Solyc11g008870.2,Solyc11g008870
Solyc03g031940.3,Solyc03g031940
Solyc03g034375.1,Solyc03g034375
Solyc02g069400.3,Solyc02g069400
Solyc01g107250.3,Solyc01g107250
Solyc06g075400.3,Solyc06g075400
Solyc09g065550.3,Solyc09g065550
Solyc04g082000.3,Solyc04g082000
Solyc06g076020.3,Solyc06g076020
Solyc01g111170.3,Solyc01g111170
Solyc04g078680.3,Solyc04g078680
Solyc02g071980.3,Solyc02g071980
Solyc04g077050.3,Solyc04g077050
Solyc03g111870.3,Solyc03g111870
Solyc01g100320.3,Solyc01g100320
Solyc06g069180.3,Solyc06g069180
Solyc04g082880.3,Solyc04g082880
Solyc06g068310.1,Solyc06g068310
Solyc05g055760.3,Solyc05g055760
Solyc03g114160.1,Solyc03g114160
Solyc07g063620.3,Solyc07g063620
Solyc09g082890.2,Solyc09g082890
Solyc02g091430.3,Solyc02g091430
Solyc03g097070.3,Solyc03g097070
Solyc08g006470.3,Solyc08g006470
Solyc04g079730.1,Solyc04g079730
Solyc12g056990.1,Solyc12g056990
Solyc05g051200.1,Solyc05g051200
Solyc01g059930.3,Solyc01g059930
Solyc05g008460.3,Solyc05g008460
Solyc04g064740.3,Solyc04g064740
Solyc06g084610.3,Solyc06g084610
Solyc07g062620.3,Solyc07g062620
Solyc09g074560.3,Solyc09g074560
Solyc09g091030.3,Solyc09g091030
Solyc05g051220.3,Solyc05g051220
Solyc04g054760.3,Solyc04g054760
Solyc03g123600.3,Solyc03g123600
Solyc09g082230.1,Solyc09g082230
Solyc05g005280.3,Solyc05g005280
Solyc06g007320.3,Solyc06g007320
Solyc01g110150.2,Solyc01g110150
Solyc03g113380.3,Solyc03g113380
Solyc08g081030.1,Solyc08g081030
Solyc02g085800.1,Solyc02g085800
Solyc03g079930.3,Solyc03g079930
Solyc04g071880.3,Solyc04g071880
Solyc05g051510.3,Solyc05g051510
Solyc06g053700.1,Solyc06g053700
Solyc06g007580.1,Solyc06g007580
Solyc08g068150.3,Solyc08g068150
Solyc05g056170.3,Solyc05g056170
Solyc04g005390.2,Solyc04g005390
Solyc02g067080.3,Solyc02g067080
Solyc04g079700.3,Solyc04g079700
Solyc02g067840.3,Solyc02g067840
Solyc07g051890.1,Solyc07g051890
Solyc06g005390.1,Solyc06g005390
Solyc01g107910.3,Solyc01g107910
Solyc10g050160.2,Solyc10g050160
Solyc12g044930.2,Solyc12g044930
Solyc10g078770.2,Solyc10g078770
Solyc05g018150.3,Solyc05g018150
Solyc05g005750.3,Solyc05g005750
Solyc10g076370.2,Solyc10g076370
Solyc01g103940.3,Solyc01g103940
Solyc02g088480.3,Solyc02g088480
Solyc03g005040.1,Solyc03g005040
Solyc03g120740.1,Solyc03g120740
Solyc03g098740.1,Solyc03g098740
Solyc12g019410.2,Solyc12g019410
Solyc05g055030.2,Solyc05g055030
Solyc06g065050.2,Solyc06g065050
Solyc01g106420.3,Solyc01g106420
Solyc04g063210.3,Solyc04g063210
Solyc06g006100.3,Solyc06g006100
Solyc08g013900.3,Solyc08g013900
Solyc03g112280.3,Solyc03g112280
Solyc02g064830.3,Solyc02g064830
Solyc02g092870.2,Solyc02g092870
Solyc10g086690.2,Solyc10g086690
Solyc05g007770.3,Solyc05g007770
Solyc03g082620.3,Solyc03g082620
Solyc04g039670.3,Solyc04g039670
Solyc10g009420.3,Solyc10g009420
Solyc10g052490.2,Solyc10g052490
Solyc05g054390.3,Solyc05g054390
Solyc01g111570.3,Solyc01g111570
Solyc05g008140.3,Solyc05g008140
Solyc05g012390.3,Solyc05g012390
Solyc01g104780.3,Solyc01g104780
Solyc01g011040.3,Solyc01g011040
Solyc08g074550.3,Solyc08g074550
Solyc08g082900.3,Solyc08g082900
Solyc07g056150.3,Solyc07g056150
Solyc03g098240.3,Solyc03g098240
Solyc08g062960.3,Solyc08g062960
Solyc04g063350.3,Solyc04g063350
Solyc03g005260.3,Solyc03g005260
Solyc03g118340.3,Solyc03g118340
Solyc02g087330.3,Solyc02g087330
Solyc10g084930.2,Solyc10g084930
Solyc06g066540.1,Solyc06g066540
Solyc02g086940.3,Solyc02g086940
Solyc04g080750.3,Solyc04g080750
Solyc04g078420.1,Solyc04g078420
Solyc11g072550.2,Solyc11g072550
Solyc06g068350.1,Solyc06g068350
Solyc02g077980.2,Solyc02g077980
Solyc07g008600.1,Solyc07g008600
Solyc12g056410.2,Solyc12g056410
Solyc12g009990.2,Solyc12g009990
Solyc04g078540.3,Solyc04g078540
Solyc12g011130.2,Solyc12g011130
Solyc08g079470.3,Solyc08g079470
Solyc06g062370.3,Solyc06g062370
Solyc02g063410.3,Solyc02g063410
Solyc03g123860.3,Solyc03g123860
Solyc11g006320.2,Solyc11g006320
Solyc05g054890.3,Solyc05g054890
Solyc04g016000.3,Solyc04g016000
Solyc03g117300.3,Solyc03g117300
Solyc04g081900.3,Solyc04g081900
Solyc09g064440.3,Solyc09g064440
Solyc01g094040.3,Solyc01g094040
Solyc01g111250.3,Solyc01g111250
Solyc10g078285.1,Solyc10g078285
Solyc04g009500.3,Solyc04g009500
Solyc01g107830.3,Solyc01g107830
Solyc01g097120.3,Solyc01g097120
Solyc06g074620.3,Solyc06g074620
Solyc02g069470.3,Solyc02g069470
Solyc04g011350.3,Solyc04g011350
Solyc10g085810.2,Solyc10g085810
Solyc02g094280.3,Solyc02g094280
Solyc09g010780.3,Solyc09g010780
Solyc11g005730.2,Solyc11g005730
Solyc03g115850.3,Solyc03g115850
Solyc08g078000.3,Solyc08g078000
Solyc05g012110.3,Solyc05g012110
Solyc04g064820.3,Solyc04g064820
Solyc05g053090.2,Solyc05g053090
Solyc01g005410.3,Solyc01g005410
Solyc04g079410.3,Solyc04g079410
Solyc03g122030.1,Solyc03g122030
Solyc03g120900.2,Solyc03g120900
Solyc03g031600.3,Solyc03g031600
Solyc05g008110.3,Solyc05g008110
Solyc07g065250.3,Solyc07g065250
Solyc01g010390.3,Solyc01g010390
Solyc09g011240.3,Solyc09g011240
Solyc08g080360.3,Solyc08g080360
Solyc05g023680.3,Solyc05g023680
Solyc11g056650.2,Solyc11g056650
Solyc09g090040.3,Solyc09g090040
Solyc08g080540.3,Solyc08g080540
Solyc12g019320.2,Solyc12g019320
Solyc01g011510.3,Solyc01g011510
Solyc03g098680.3,Solyc03g098680
Solyc08g078530.3,Solyc08g078530
Solyc05g050220.3,Solyc05g050220
Solyc03g006570.3,Solyc03g006570
Solyc02g081030.3,Solyc02g081030
Solyc03g119660.2,Solyc03g119660
Solyc10g083690.3,Solyc10g083690
Solyc01g090740.3,Solyc01g090740
Solyc04g007980.3,Solyc04g007980
Solyc06g074710.1,Solyc06g074710
Solyc12g013620.2,Solyc12g013620
Solyc00g272810.1,Solyc00g272810
Solyc02g086800.3,Solyc02g086800
Solyc07g006145.1,Solyc07g006145
Solyc01g099680.3,Solyc01g099680
Solyc11g068960.2,Solyc11g068960
Solyc05g050120.3,Solyc05g050120
Solyc03g116700.3,Solyc03g116700
Solyc02g068120.3,Solyc02g068120
Solyc02g062390.3,Solyc02g062390
Solyc06g075650.3,Solyc06g075650
Solyc06g061170.3,Solyc06g061170
Solyc05g015490.3,Solyc05g015490
Solyc01g103350.3,Solyc01g103350
Solyc04g064870.3,Solyc04g064870
Solyc01g106870.3,Solyc01g106870
Solyc01g108210.3,Solyc01g108210
Solyc05g008590.3,Solyc05g008590
Solyc10g049600.2,Solyc10g049600
Solyc06g084190.3,Solyc06g084190
Solyc01g094550.3,Solyc01g094550
Solyc03g115370.3,Solyc03g115370
Solyc10g054320.2,Solyc10g054320
Solyc01g097040.3,Solyc01g097040
Solyc07g041010.3,Solyc07g041010
Solyc11g072070.2,Solyc11g072070
Solyc07g042390.2,Solyc07g042390
Solyc10g086180.2,Solyc10g086180
Solyc07g007660.1,Solyc07g007660
Solyc11g006720.2,Solyc11g006720
Solyc12g038630.2,Solyc12g038630
Solyc07g018010.3,Solyc07g018010
Solyc02g036480.1,Solyc02g036480
Solyc01g091830.3,Solyc01g091830
Solyc07g053200.3,Solyc07g053200
Solyc02g081190.3,Solyc02g081190
Solyc01g107880.3,Solyc01g107880
Solyc04g071630.3,Solyc04g071630
Solyc09g008670.3,Solyc09g008670
Solyc09g061310.3,Solyc09g061310
Solyc04g077220.3,Solyc04g077220
Solyc04g081970.3,Solyc04g081970
Solyc04g015520.3,Solyc04g015520
Solyc05g056040.3,Solyc05g056040
Solyc02g089110.3,Solyc02g089110
Solyc08g078695.1,Solyc08g078695
Solyc01g111520.3,Solyc01g111520
Solyc12g056600.3,Solyc12g056600
Solyc08g015860.3,Solyc08g015860
Solyc08g007920.2,Solyc08g007920
Solyc03g116390.3,Solyc03g116390
Solyc09g097850.1,Solyc09g097850
Solyc09g065540.3,Solyc09g065540
Solyc01g107240.3,Solyc01g107240
Solyc12g008970.2,Solyc12g008970
Solyc08g077180.3,Solyc08g077180
Solyc12g089220.2,Solyc12g089220
Solyc02g081570.3,Solyc02g081570
Solyc07g005990.3,Solyc07g005990
Solyc02g062250.3,Solyc02g062250
Solyc10g079990.2,Solyc10g079990
Solyc08g007170.1,Solyc08g007170
Solyc06g063030.3,Solyc06g063030
Solyc03g118270.1,Solyc03g118270
Solyc07g006630.3,Solyc07g006630
Solyc03g044300.3,Solyc03g044300
Solyc03g080080.3,Solyc03g080080
Solyc03g098210.3,Solyc03g098210
Solyc01g086730.3,Solyc01g086730
Solyc01g091690.3,Solyc01g091690
Solyc02g062550.3,Solyc02g062550
Solyc08g082250.3,Solyc08g082250
Solyc12g014010.2,Solyc12g014010
Solyc10g085200.2,Solyc10g085200
Solyc08g005960.2,Solyc08g005960
Solyc02g078320.2,Solyc02g078320
Solyc09g008840.3,Solyc09g008840
Solyc05g005670.1,Solyc05g005670
Solyc04g012120.3,Solyc04g012120
Solyc11g064890.2,Solyc11g064890
Solyc01g105120.3,Solyc01g105120
Solyc08g075870.3,Solyc08g075870
Solyc04g054930.3,Solyc04g054930
Solyc06g083980.2,Solyc06g083980
Solyc05g012210.3,Solyc05g012210
Solyc04g051360.3,Solyc04g051360
Solyc01g108170.3,Solyc01g108170
Solyc01g108020.3,Solyc01g108020
Solyc10g054030.2,Solyc10g054030
Solyc08g062340.3,Solyc08g062340
Solyc06g073860.2,Solyc06g073860
Solyc04g071610.3,Solyc04g071610
Solyc06g071230.3,Solyc06g071230
Solyc10g081190.2,Solyc10g081190
Solyc03g095510.3,Solyc03g095510
Solyc09g065020.3,Solyc09g065020
Solyc08g078960.3,Solyc08g078960
Solyc04g082210.3,Solyc04g082210
Solyc05g010590.3,Solyc05g010590
Solyc03g112140.3,Solyc03g112140
Solyc01g081340.3,Solyc01g081340
Solyc01g107860.3,Solyc01g107860
Solyc01g006950.3,Solyc01g006950
Solyc04g055170.3,Solyc04g055170
Solyc03g121920.3,Solyc03g121920
Solyc03g095700.1,Solyc03g095700
Solyc08g006730.1,Solyc08g006730
Solyc09g074910.1,Solyc09g074910
Solyc01g106470.3,Solyc01g106470
Solyc01g102660.3,Solyc01g102660
Solyc12g009140.2,Solyc12g009140
Solyc03g111710.3,Solyc03g111710
Solyc12g007180.2,Solyc12g007180
Solyc07g005330.3,Solyc07g005330
Solyc01g079620.3,Solyc01g079620
Solyc08g076860.3,Solyc08g076860
Solyc03g123670.3,Solyc03g123670
Solyc01g005300.3,Solyc01g005300
Solyc03g093520.3,Solyc03g093520
Solyc12g056170.2,Solyc12g056170
Solyc03g078490.3,Solyc03g078490
Solyc02g067850.2,Solyc02g067850
Solyc03g115860.3,Solyc03g115860
Solyc04g080850.3,Solyc04g080850
Solyc04g081570.3,Solyc04g081570
Solyc05g005520.1,Solyc05g005520
Solyc07g041900.3,Solyc07g041900
Solyc04g015830.3,Solyc04g015830
Solyc07g065320.3,Solyc07g065320
Solyc12g013900.2,Solyc12g013900
Solyc05g012070.3,Solyc05g012070
Solyc04g082690.1,Solyc04g082690
Solyc04g076540.3,Solyc04g076540
Solyc07g064130.2,Solyc07g064130
Solyc03g097490.3,Solyc03g097490
Solyc05g012180.3,Solyc05g012180
Solyc01g111350.3,Solyc01g111350
Solyc04g005790.3,Solyc04g005790
Solyc07g062970.3,Solyc07g062970
Solyc04g012170.3,Solyc04g012170
Solyc03g031920.3,Solyc03g031920
Solyc04g049790.3,Solyc04g049790
Solyc02g079230.3,Solyc02g079230
Solyc06g065400.3,Solyc06g065400
Solyc03g111730.3,Solyc03g111730
Solyc06g069740.1,Solyc06g069740
Solyc10g083630.2,Solyc10g083630
Solyc03g097980.3,Solyc03g097980
Solyc06g036290.3,Solyc06g036290
Solyc06g049070.3,Solyc06g049070
Solyc12g014210.2,Solyc12g014210
Solyc11g072480.2,Solyc11g072480
Solyc06g067980.3,Solyc06g067980
Solyc06g072610.3,Solyc06g072610
Solyc05g053810.3,Solyc05g053810
Solyc10g076510.2,Solyc10g076510
Solyc04g076910.3,Solyc04g076910
Solyc04g009810.3,Solyc04g009810
Solyc06g063320.3,Solyc06g063320
Solyc06g060230.3,Solyc06g060230
Solyc06g069385.1,Solyc06g069385
Solyc03g007470.3,Solyc03g007470
Solyc01g097880.3,Solyc01g097880
Solyc10g080350.2,Solyc10g080350
Solyc03g026190.3,Solyc03g026190
Solyc07g063410.3,Solyc07g063410
Solyc07g064860.2,Solyc07g064860
Solyc04g012040.3,Solyc04g012040
Solyc12g015880.2,Solyc12g015880
Solyc06g072230.1,Solyc06g072230
Solyc10g085800.2,Solyc10g085800
Solyc04g081300.3,Solyc04g081300
Solyc09g009090.3,Solyc09g009090
Solyc06g073420.3,Solyc06g073420
Solyc12g094520.2,Solyc12g094520
Solyc08g067810.3,Solyc08g067810
Solyc01g080220.3,Solyc01g080220
Solyc08g083130.3,Solyc08g083130
Solyc09g005010.3,Solyc09g005010
Solyc01g099980.3,Solyc01g099980
Solyc04g055160.3,Solyc04g055160
Solyc01g088020.3,Solyc01g088020
Solyc01g008560.3,Solyc01g008560
Solyc01g096270.3,Solyc01g096270
Solyc04g025880.3,Solyc04g025880
Solyc01g091190.3,Solyc01g091190
Solyc02g088260.3,Solyc02g088260
Solyc08g080650.2,Solyc08g080650
Solyc07g053890.3,Solyc07g053890
Solyc02g082250.3,Solyc02g082250
Solyc12g044420.1,Solyc12g044420
Solyc02g091250.1,Solyc02g091250
Solyc06g051840.1,Solyc06g051840
Solyc02g079280.3,Solyc02g079280
Solyc06g082000.3,Solyc06g082000
Solyc09g025240.3,Solyc09g025240
Solyc01g087990.3,Solyc01g087990
Solyc09g065380.2,Solyc09g065380
Solyc08g082610.3,Solyc08g082610
Solyc07g017600.3,Solyc07g017600
Solyc07g063470.1,Solyc07g063470
Solyc06g051390.3,Solyc06g051390
Solyc02g092910.3,Solyc02g092910
Solyc11g021060.2,Solyc11g021060
Solyc07g053270.3,Solyc07g053270
Solyc11g068940.1,Solyc11g068940
Solyc06g072660.3,Solyc06g072660
Solyc09g091840.3,Solyc09g091840
Solyc10g074570.2,Solyc10g074570
Solyc12g056100.2,Solyc12g056100
Solyc02g091700.3,Solyc02g091700
Solyc07g064440.3,Solyc07g064440
Solyc07g041940.3,Solyc07g041940
Solyc12g014170.2,Solyc12g014170
Solyc01g107550.3,Solyc01g107550
Solyc06g076300.3,Solyc06g076300
Solyc02g080130.3,Solyc02g080130
Solyc02g078840.3,Solyc02g078840
Solyc10g084800.2,Solyc10g084800
Solyc11g005380.2,Solyc11g005380
Solyc02g092140.1,Solyc02g092140
Solyc06g034370.1,Solyc06g034370
Solyc03g120140.3,Solyc03g120140
Solyc03g007230.3,Solyc03g007230
Solyc12g098190.2,Solyc12g098190
Solyc01g087180.3,Solyc01g087180
Solyc09g089580.3,Solyc09g089580
Solyc06g060760.3,Solyc06g060760
Solyc08g080630.3,Solyc08g080630
Solyc08g076100.3,Solyc08g076100
Solyc03g122310.3,Solyc03g122310
Solyc05g054080.3,Solyc05g054080
Solyc12g088190.2,Solyc12g088190
Solyc01g060130.3,Solyc01g060130
Solyc12g094550.2,Solyc12g094550
Solyc11g068430.2,Solyc11g068430
Solyc10g078720.2,Solyc10g078720
Solyc04g072000.3,Solyc04g072000
Solyc02g071770.3,Solyc02g071770
Solyc03g118620.3,Solyc03g118620
Solyc08g008490.3,Solyc08g008490
Solyc03g007790.3,Solyc03g007790
Solyc03g116470.2,Solyc03g116470
Solyc11g072450.2,Solyc11g072450
Solyc04g079300.3,Solyc04g079300
Solyc07g043510.3,Solyc07g043510
Solyc02g024050.3,Solyc02g024050
Solyc12g009210.2,Solyc12g009210
Solyc03g119490.3,Solyc03g119490
Solyc12g009680.2,Solyc12g009680
Solyc09g015670.3,Solyc09g015670
Solyc05g054180.3,Solyc05g054180
Solyc01g079600.3,Solyc01g079600
Solyc12g005860.2,Solyc12g005860
Solyc08g078340.3,Solyc08g078340
Solyc11g065740.2,Solyc11g065740
Solyc01g008130.3,Solyc01g008130
Solyc04g072700.3,Solyc04g072700
Solyc12g013700.2,Solyc12g013700
Solyc05g008130.3,Solyc05g008130
Solyc09g075830.3,Solyc09g075830
Solyc12g088370.2,Solyc12g088370
Solyc12g009160.2,Solyc12g009160
Solyc01g096435.1,Solyc01g096435
Solyc03g007290.3,Solyc03g007290
Solyc03g119810.1,Solyc03g119810
Solyc06g066060.3,Solyc06g066060
Solyc08g061000.3,Solyc08g061000
Solyc09g065520.3,Solyc09g065520
Solyc06g050930.3,Solyc06g050930
Solyc10g081980.2,Solyc10g081980
Solyc05g005190.3,Solyc05g005190
Solyc05g013200.1,Solyc05g013200
Solyc03g007190.3,Solyc03g007190
Solyc05g008430.3,Solyc05g008430
Solyc12g007070.2,Solyc12g007070
Solyc09g082690.3,Solyc09g082690
Solyc11g008260.2,Solyc11g008260
Solyc08g075020.3,Solyc08g075020
Solyc10g084960.2,Solyc10g084960
Solyc03g007530.3,Solyc03g007530
Solyc01g090230.3,Solyc01g090230
Solyc10g075070.2,Solyc10g075070
Solyc02g086810.1,Solyc02g086810
Solyc03g118480.3,Solyc03g118480
Solyc01g109340.3,Solyc01g109340
Solyc02g084830.3,Solyc02g084830
Solyc03g111090.3,Solyc03g111090
Solyc12g007030.2,Solyc12g007030
Solyc04g005450.3,Solyc04g005450
Solyc04g050620.3,Solyc04g050620
Solyc10g009240.3,Solyc10g009240
Solyc03g019760.3,Solyc03g019760
Solyc02g085610.3,Solyc02g085610
Solyc07g053210.3,Solyc07g053210
Solyc03g095310.3,Solyc03g095310
Solyc04g078460.3,Solyc04g078460
Solyc10g055740.2,Solyc10g055740
Solyc04g079760.3,Solyc04g079760
Solyc08g078440.3,Solyc08g078440
Solyc03g007960.3,Solyc03g007960
Solyc10g055410.2,Solyc10g055410
Solyc03g114500.3,Solyc03g114500
Solyc11g010450.2,Solyc11g010450
Solyc09g009260.3,Solyc09g009260
Solyc12g056940.2,Solyc12g056940
Solyc03g098100.3,Solyc03g098100
Solyc08g062450.1,Solyc08g062450
Solyc03g111630.3,Solyc03g111630
Solyc09g063090.3,Solyc09g063090
Solyc10g006800.3,Solyc10g006800
Solyc11g012790.2,Solyc11g012790
Solyc10g080970.2,Solyc10g080970
Solyc09g089910.1,Solyc09g089910
Solyc02g093830.3,Solyc02g093830
Solyc02g069230.3,Solyc02g069230
Solyc12g057060.2,Solyc12g057060
Solyc05g050560.1,Solyc05g050560
Solyc05g008390.3,Solyc05g008390
Solyc09g064820.1,Solyc09g064820
Solyc03g097180.3,Solyc03g097180
Solyc08g077330.3,Solyc08g077330
Solyc01g057460.3,Solyc01g057460
Solyc10g005090.3,Solyc10g005090
Solyc02g088620.3,Solyc02g088620
Solyc08g075840.3,Solyc08g075840
Solyc03g115590.3,Solyc03g115590
Solyc08g080500.3,Solyc08g080500
Solyc10g080670.2,Solyc10g080670
Solyc07g053720.3,Solyc07g053720
Solyc04g071615.1,Solyc04g071615
Solyc02g088550.3,Solyc02g088550
Solyc09g082680.3,Solyc09g082680
Solyc08g059710.3,Solyc08g059710
Solyc07g024000.3,Solyc07g024000
Solyc12g098490.2,Solyc12g098490
Solyc03g083280.3,Solyc03g083280
Solyc04g054370.1,Solyc04g054370
Solyc07g063110.3,Solyc07g063110
Solyc04g074100.3,Solyc04g074100
Solyc09g065760.3,Solyc09g065760
Solyc01g009390.3,Solyc01g009390
Solyc08g074280.3,Solyc08g074280
Solyc01g088440.2,Solyc01g088440
Solyc01g095620.3,Solyc01g095620
Solyc09g007760.3,Solyc09g007760
Solyc03g114860.3,Solyc03g114860
Solyc10g086410.3,Solyc10g086410
Solyc09g009220.3,Solyc09g009220
Solyc02g079030.3,Solyc02g079030
Solyc04g076340.3,Solyc04g076340
Solyc10g076660.2,Solyc10g076660
Solyc05g052490.3,Solyc05g052490
Solyc03g116140.3,Solyc03g116140
Solyc01g103930.3,Solyc01g103930
Solyc02g083390.3,Solyc02g083390
Solyc05g051970.3,Solyc05g051970
Solyc04g051150.3,Solyc04g051150
Solyc09g082780.3,Solyc09g082780
Solyc08g082970.3,Solyc08g082970
Solyc10g076360.1,Solyc10g076360
Solyc04g076830.3,Solyc04g076830
Solyc02g071120.3,Solyc02g071120
Solyc05g009520.1,Solyc05g009520
Solyc01g100240.3,Solyc01g100240
Solyc01g108360.3,Solyc01g108360
Solyc01g108350.3,Solyc01g108350
Solyc10g055800.2,Solyc10g055800
Solyc01g100370.3,Solyc01g100370
Solyc01g095700.3,Solyc01g095700
Solyc07g052350.3,Solyc07g052350
Solyc11g006910.2,Solyc11g006910
Solyc02g090970.1,Solyc02g090970
Solyc03g121040.3,Solyc03g121040
Solyc01g112050.3,Solyc01g112050
Solyc07g064740.3,Solyc07g064740
Solyc02g079920.3,Solyc02g079920
Solyc03g026060.3,Solyc03g026060
Solyc03g097670.3,Solyc03g097670
Solyc06g083270.3,Solyc06g083270
Solyc03g046340.3,Solyc03g046340
Solyc04g008510.3,Solyc04g008510
Solyc12g008360.2,Solyc12g008360
Solyc08g075280.3,Solyc08g075280
Solyc09g010230.2,Solyc09g010230
Solyc08g075970.3,Solyc08g075970
Solyc08g079480.3,Solyc08g079480
Solyc03g123720.3,Solyc03g123720
Solyc04g072160.3,Solyc04g072160
Solyc08g076120.3,Solyc08g076120
Solyc12g008960.2,Solyc12g008960
Solyc08g075710.3,Solyc08g075710
